hex_id,canonical_water_type,is_terrestrial_hex,land_fraction,hex_land_km2,mainland_fragment_km2,other_component_km2,land_subject_or_component_id,candidate_land_fragment_id,spain_safe_km2,portugal_safe_km2,spain_region_km2,portugal_region_km2,safe_interior_status,frontier_band_status,special_case_status,mixed_land_status,proposed_control_status,proposed_controller,basis,land_fragment_id,parent_hex_id,land_area_km2,land_fraction_of_hex,geometry_sha256,geometry_source,identity_algorithm_version
h6000_q-000499_r+000847,OCEAN,False,0.040036,0.800128,0.800128,0.0,hsub_european_mainland,lfr_5d55193bacef27,0.0,0.0,0.800128,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_5d55193bacef27,h6000_q-000499_r+000847,0.800128,1.0,9b6593bc0d07d072c98c31fc95af2ba6401063cc9f333f6504dc63af6257d2fd,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000501_r+000846,OCEAN,False,6.8e-05,0.001364,0.001364,0.0,hsub_european_mainland,lfr_75f49a3dd07f56,0.0,0.0,0.001364,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_75f49a3dd07f56,h6000_q-000501_r+000846,0.001364,1.0,2ec1887785cdbccaa000be759bc0a7ee54e734c1dd04c41cc4a4f151e6f625f6,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000502_r+000846,OCEAN,False,0.015902,0.318002,0.318002,0.0,hsub_european_mainland,lfr_c3b385cbe6f0f0,0.0,0.0,0.318002,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_c3b385cbe6f0f0,h6000_q-000502_r+000846,0.318002,1.0,908140b61a2e83f7cb58b7b514da2a97accfa3bc87c13b305329c0a41155ad4b,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000503_r+000846,OCEAN,False,0.003123,0.062453,0.062453,0.0,hsub_european_mainland,lfr_cc7b5770db60c6,0.0,0.0,0.062453,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_cc7b5770db60c6,h6000_q-000503_r+000846,0.062453,1.0,2a0f662ad690ef38d61be04739fcc6cf8f65f37808d4369bb05c7c3d9433a14a,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000505_r+000843,OCEAN,False,0.005607,0.104175,0.102871,0.001304,hsub_european_mainland,lfr_ae069d895fb0da,0.0,0.0,0.102871,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,MIXED_WITH_OTHER_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_ae069d895fb0da,h6000_q-000505_r+000843,0.102871,0.9874826013918887,b140887cf585e705c9d9466f58cbcd28d5d8e11011bb924b04b9417bfefc695e,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000505_r+000844,OCEAN,False,0.05424,1.087111,1.087111,0.0,hsub_european_mainland,lfr_3ec3d6836549fd,0.0,0.0,1.087111,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_3ec3d6836549fd,h6000_q-000505_r+000844,1.087111,1.0,d113c36219f4f51c66eb1f0a865ff401ded992ae34b70c584ab3fff9ea55f75e,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000505_r+000845,OCEAN,False,0.124754,2.49797,2.49797,0.0,hsub_european_mainland,lfr_af0f4b61c09eba,0.0,0.0,2.49797,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_af0f4b61c09eba,h6000_q-000505_r+000845,2.49797,1.0,0dc8a516a0a1114f7edd25ff0b48decf6aec0d0daa068518ed8e171512cc6917,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000505_r+000846,OCEAN,False,0.151984,3.040303,3.040303,0.0,hsub_european_mainland,lfr_522f54d73e249a,0.0,0.0,3.040303,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_522f54d73e249a,h6000_q-000505_r+000846,3.040303,1.0,33b872b08fbd99772d16c1391ffad967ec2ce630fd1fb18458a05a537c8073d3,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000506_r+000841,OCEAN,False,0.003599,0.072347,0.072347,0.0,hsub_european_mainland,lfr_3dfe32171b5bff,0.0,0.0,0.072347,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_3dfe32171b5bff,h6000_q-000506_r+000841,0.072347,1.0,d0bb4f529a7eb8a2c9f82641422566da21c6533bab1be0f8c0f9f6a9de3e4932,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000506_r+000843,OCEAN,False,0.446118,8.812487,8.812487,0.0,hsub_european_mainland,lfr_f538c032739b75,0.0,0.0,8.812487,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_f538c032739b75,h6000_q-000506_r+000843,8.812487,1.0,6f16ad31786e15fac15b649ace1990d7f524060774780ca8db175ea6416ced81,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000507_r+000841,OCEAN,False,0.441278,8.869921,8.869921,0.0,hsub_european_mainland,lfr_ef94777c4cafb8,0.0,0.0,8.869921,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_ef94777c4cafb8,h6000_q-000507_r+000841,8.869921,1.0,16d7503ca685bfded06b6bba9c7abf3894d867fddafd443a2ee90dc0cb9c2d65,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000508_r+000840,OCEAN,False,0.025703,0.516993,0.516993,0.0,hsub_european_mainland,lfr_2067de07b8eb4b,0.0,0.0,0.516993,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_2067de07b8eb4b,h6000_q-000508_r+000840,0.516993,1.0,bb73e7f3b71891c2171c1e9bbb8abd36eefc0686de35914bdb46588c4cad7788,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000511_r+000841,OCEAN,False,0.381095,7.659974,7.659974,0.0,hsub_european_mainland,lfr_98cf8f7c487b13,0.0,0.0,7.659974,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_98cf8f7c487b13,h6000_q-000511_r+000841,7.659974,1.0,95724d20e88da9bcf04c07b09013f8a9388fe481e11d150b9461265ca8af895e,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000512_r+000840,OCEAN,False,0.06927,1.393572,1.393572,0.0,hsub_european_mainland,lfr_00ec8db6c04403,0.0,0.0,1.393572,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_00ec8db6c04403,h6000_q-000512_r+000840,1.393572,1.0,f542fbe7ea421332c123e0a476b05ed327dda59f996acdf0704612c8dcf5eb31,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000514_r+000839,OCEAN,False,0.156804,3.157679,3.157679,0.0,hsub_european_mainland,lfr_7b0d34e1942b6e,0.0,0.0,3.157679,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_7b0d34e1942b6e,h6000_q-000514_r+000839,3.157679,1.0,78377dac7e2cef147853b656dc037b995ef789668aa42a0b94922982343f32f3,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000515_r+000829,OCEAN,False,0.000211,0.004289,0.001032,0.003257,hsub_european_mainland,lfr_2cbc3945a0c4b4,0.0,0.0,0.001032,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,CEUTA|GIBRALTAR,MIXED_WITH_OTHER_COMPONENT,UNRESOLVED,,INSIDE_A_WITHHELD_SPECIAL_CASE,lfr_2cbc3945a0c4b4,h6000_q-000515_r+000829,0.001032,0.24061552809512704,172bdc0e5f5bd0197c6a750707af7c265df05839a8270c5eb4e6ac51a450a64f,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000515_r+000831,OCEAN,False,0.243927,4.950685,4.941296,0.009389,hsub_european_mainland,lfr_e0d2792a96fe0b,0.0,0.0,4.313837,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,CEUTA|GIBRALTAR,MIXED_WITH_OTHER_COMPONENT,UNRESOLVED,,INSIDE_A_WITHHELD_SPECIAL_CASE,lfr_e0d2792a96fe0b,h6000_q-000515_r+000831,4.941296,0.9981034947689058,481b1b0e992ad243c0721ff2f711295796a1f2d9189a363040ea4a1fe0202f09,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000515_r+000832,OCEAN,False,0.426845,8.655612,8.655612,0.0,hsub_european_mainland,lfr_becfadcf58a6e0,0.0,0.0,8.655612,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,CEUTA|GIBRALTAR,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_A_WITHHELD_SPECIAL_CASE,lfr_becfadcf58a6e0,h6000_q-000515_r+000832,8.655612,1.0,1bc3d22ed190c6b4868660d35cf4347441d228dadba9f5b40cbe6901a5708d55,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000515_r+000833,OCEAN,False,0.136494,2.765086,2.765086,0.0,hsub_european_mainland,lfr_2bdc057b3b4ae9,0.0,0.0,2.765086,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,GIBRALTAR,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_A_WITHHELD_SPECIAL_CASE,lfr_2bdc057b3b4ae9,h6000_q-000515_r+000833,2.765086,1.0,7004162b352a5cd4d3c9eb4756576526bad1001b110f22a293024122c68afba2,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000515_r+000834,OCEAN,False,0.093182,1.885576,1.885576,0.0,hsub_european_mainland,lfr_972f902cfa484f,0.0,0.0,1.885576,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,GIBRALTAR,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_A_WITHHELD_SPECIAL_CASE,lfr_972f902cfa484f,h6000_q-000515_r+000834,1.885576,1.0,ef1332540f13a8883d1d9ab30a70acbdb2f97040b4852ad6904ab6ddb9e247a2,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000515_r+000835,OCEAN,False,0.040604,0.820857,0.774775,0.046083,hsub_european_mainland,lfr_080a0dfacfdc9b,0.0,0.0,0.774775,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,GIBRALTAR,MIXED_WITH_OTHER_COMPONENT,UNRESOLVED,,INSIDE_A_WITHHELD_SPECIAL_CASE,lfr_080a0dfacfdc9b,h6000_q-000515_r+000835,0.774775,0.9438611110095912,b7c1d1d7a10fa39a183fa2717f50e17bd2f68f4d669f1b417f35e62b73f17b1b,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000515_r+000836,OCEAN,False,0.120214,2.428098,2.428032,6.7e-05,hsub_european_mainland,lfr_ad9a26b1c53092,0.0,0.0,2.428032,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,GIBRALTAR,MIXED_WITH_OTHER_COMPONENT,UNRESOLVED,,INSIDE_A_WITHHELD_SPECIAL_CASE,lfr_ad9a26b1c53092,h6000_q-000515_r+000836,2.428032,0.9999728182305657,50aa8cbee6c6836176748479a578ea8b3beec9b322ed6b9845dc7c6a6b650169,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000515_r+000837,OCEAN,False,0.006299,0.127098,0.127098,0.0,hsub_european_mainland,lfr_f058fe05ccf5fc,0.0,0.0,0.127098,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,GIBRALTAR,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_A_WITHHELD_SPECIAL_CASE,lfr_f058fe05ccf5fc,h6000_q-000515_r+000837,0.127098,1.0,0e16f75e08249cbb00d17b00206a9380520f1325f9589696ba515ad291a30f78,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000515_r+000838,OCEAN,False,0.051742,1.043031,1.043031,0.0,hsub_european_mainland,lfr_2ee01c8c8f6a6a,0.0,0.0,1.043031,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_2ee01c8c8f6a6a,h6000_q-000515_r+000838,1.043031,1.0,39cac21129523226b68603b3952c96500aaafb1590c5b811011ed530b15112b1,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000516_r+000829,OCEAN,False,0.429652,8.735818,8.735818,0.0,hsub_european_mainland,lfr_535514eb913430,0.0,0.0,8.735818,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,CEUTA|GIBRALTAR,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_A_WITHHELD_SPECIAL_CASE,lfr_535514eb913430,h6000_q-000516_r+000829,8.735818,1.0,feabcf018949d796e218992de105e7eac2e77f3d3dec9b239add350a6b30fc99,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000516_r+000831,OCEAN,False,0.155063,3.147519,3.147519,0.0,hsub_european_mainland,lfr_7389702b0f60fc,0.0,0.0,2.832367,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,CEUTA|GIBRALTAR,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_A_WITHHELD_SPECIAL_CASE,lfr_7389702b0f60fc,h6000_q-000516_r+000831,3.147519,1.0,0086e8b017e7f15ed6f58fce2957494500df462409bcd8ae0b72068e71b84f28,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000516_r+000832,OCEAN,False,0.189179,3.835293,3.835293,0.0,hsub_european_mainland,lfr_14884a3f8d1dfa,0.0,0.0,3.835293,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,GIBRALTAR,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_A_WITHHELD_SPECIAL_CASE,lfr_14884a3f8d1dfa,h6000_q-000516_r+000832,3.835293,1.0,0e8e428cad1b848bd2ec510247a4ad340ff9142a9c1600fcec9ebc57c4d2b16b,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000517_r+000828,OCEAN,False,0.214421,4.363515,4.363515,0.0,hsub_european_mainland,lfr_ab3add655f5057,0.0,0.0,4.363515,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,CEUTA|GIBRALTAR,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_A_WITHHELD_SPECIAL_CASE,lfr_ab3add655f5057,h6000_q-000517_r+000828,4.363515,1.0,5203c71ccb7f072f34c186f5d22aca5c81f635c283bd0e80bada701a69db2af2,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000518_r+000828,OCEAN,False,0.439526,8.941459,8.941459,0.0,hsub_european_mainland,lfr_9d1c1d0b3d82dd,0.0,0.0,8.941459,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,CEUTA|GIBRALTAR,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_A_WITHHELD_SPECIAL_CASE,lfr_9d1c1d0b3d82dd,h6000_q-000518_r+000828,8.941459,1.0,fc4ea2f5af820bf1594ecd22d2a5ea21ec76722b3e425974206ccac7607f8263,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000520_r+000829,OCEAN,False,0.206425,4.196865,4.196865,0.0,hsub_european_mainland,lfr_c3f4fd950d79c1,0.0,0.0,4.196865,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_c3f4fd950d79c1,h6000_q-000520_r+000829,4.196865,1.0,1bb66fffda4a02c6cfff18fab1a40009b213e95fada24b73296feaf34f10e0b4,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000521_r+000829,OCEAN,False,0.097118,1.974434,1.974434,0.0,hsub_european_mainland,lfr_506e5c5471e2eb,0.0,0.0,1.974434,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_506e5c5471e2eb,h6000_q-000521_r+000829,1.974434,1.0,9143ec59fb97ce3874dac32cc81b185a1448e782c447b9e79869162a4b7eaef0,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000523_r+000830,OCEAN,False,0.273388,5.553466,5.553434,3.2e-05,hsub_european_mainland,lfr_7084d087539de6,0.0,0.0,5.553434,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,MIXED_WITH_OTHER_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_7084d087539de6,h6000_q-000523_r+000830,5.553434,0.9999942378327337,364d21a04eecdfc1201db4dc45974bcea219b04a3f56fedd7a7863f443b535c5,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000524_r+000831,OCEAN,False,0.395549,8.027835,8.027835,0.0,hsub_european_mainland,lfr_9c30cbba5bc15e,0.0,0.0,8.027835,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_9c30cbba5bc15e,h6000_q-000524_r+000831,8.027835,1.0,0ca2a9665928c4b413ccadffe13b3a4f3b74b4579df228123c71f99c8183667f,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000526_r+000832,OCEAN,False,0.019136,0.38786,0.38786,0.0,hsub_european_mainland,lfr_893fb59d98ff37,0.0,0.0,0.38786,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_893fb59d98ff37,h6000_q-000526_r+000832,0.38786,1.0,69380252ba9992ae750af523a56a463fb6399d881a9f6a502e2e013f54f77c4c,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000527_r+000832,OCEAN,False,0.107768,2.184528,2.184322,0.000206,hsub_european_mainland,lfr_5c9f0ce9410a1d,0.0,0.0,2.184322,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,MIXED_WITH_OTHER_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_5c9f0ce9410a1d,h6000_q-000527_r+000832,2.184322,0.9999057004533702,7dfcc645e31a19a33e325e290ae490d2e7861059ec3520dbade80420f79bb90d,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000528_r+000832,OCEAN,False,0.019564,0.396529,0.396529,0.0,hsub_european_mainland,lfr_c84f03d6b84fc9,0.0,0.0,0.396529,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_c84f03d6b84fc9,h6000_q-000528_r+000832,0.396529,1.0,a6fb23b37afebded4b0c8b718a979e08d5fa44d09c25d002582ea705379697fe,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000529_r+000833,OCEAN,False,0.244857,4.959874,4.959874,0.0,hsub_european_mainland,lfr_6bac72e53d4af4,0.0,0.0,4.959874,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_6bac72e53d4af4,h6000_q-000529_r+000833,4.959874,1.0,3435a514bf1664a8bbd6ebd4ae5db44358182cb87560279a4caea96dbc20a1a4,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000530_r+000834,OCEAN,False,0.208205,4.213657,4.213657,0.0,hsub_european_mainland,lfr_0651727fd3c439,0.0,0.0,4.213657,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_0651727fd3c439,h6000_q-000530_r+000834,4.213657,1.0,0b15897cd64efb3db4ee238b916b3042d7cadc99cdaabed637b0367bc4921862,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000531_r+000835,OCEAN,False,0.180541,3.649798,3.649798,0.0,hsub_european_mainland,lfr_f81fa09c11b0f7,0.0,0.0,3.649798,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_f81fa09c11b0f7,h6000_q-000531_r+000835,3.649798,1.0,98d7fa86a36cca28bac3746578d8116c38d70da18d304e50c14903225f1268e8,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000535_r+000839,OCEAN,False,0.484647,9.761604,9.761136,0.000469,hsub_european_mainland,lfr_59e616095f284c,0.0,0.0,9.761136,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,MIXED_WITH_OTHER_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_59e616095f284c,h6000_q-000535_r+000839,9.761136,0.9999520570594751,612c3c04abee9f2754d8b47a75dfa751ace0d096afe18a0c1254391a8411cd7d,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000536_r+000840,OCEAN,False,0.247347,4.97849,4.97849,0.0,hsub_european_mainland,lfr_011258cd4c3cd5,0.0,0.0,4.97849,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_011258cd4c3cd5,h6000_q-000536_r+000840,4.97849,1.0,69db5f1b0985fe3b3709e0ee9a871af07ee4a6a7a33d2f39dfcd8f5e9ae6d915,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000536_r+000841,OCEAN,False,0.296661,5.962533,5.962533,0.0,hsub_european_mainland,lfr_edf14fa9b65ae2,0.0,0.0,5.962533,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_edf14fa9b65ae2,h6000_q-000536_r+000841,5.962533,1.0,4b5b0274016ef7da35a3d05d6aa118ee22479c337beab140eb37eb2f6c56f7a5,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000537_r+000841,OCEAN,False,0.240298,4.830605,4.830605,0.0,hsub_european_mainland,lfr_0560f0d2332d84,0.0,0.0,4.830605,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_0560f0d2332d84,h6000_q-000537_r+000841,4.830605,1.0,60a665b223321ed568e6c78fc66bc4147e593916057704d49e5be4acfc273137,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
h6000_q-000537_r+000842,OCEAN,False,0.178819,3.59266,3.59266,0.0,hsub_european_mainland,lfr_6f0d96b13b78d1,0.0,0.0,3.59266,0.0,OUTSIDE,INSIDE_UNCERTAINTY_BAND,NONE,SINGLE_COMPONENT,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND,lfr_6f0d96b13b78d1,h6000_q-000537_r+000842,3.59266,1.0,1f191c9aa0c368430a75b9ce5f8448901a0382b7d00bfacf5a0a2eb51a0963d6,"canonical hex polygon INTERSECT canonical OSM land component, unioned inside the hex (overlap-safe)",v1_sha1_hexid_pipe_subjectid
