landmass,parent_hex_id,land_fragment_id,land_subject_or_component_id,land_area_km2,other_land_in_hex_km2,hex_total_land_km2,fragment_share_of_hex,other_land_share_of_hex,canonical_water_type,is_terrestrial_hex,whole_hex_assigned,outcome
Ireland,h6000_q-000834_r+001332,lfr_fe919db20ef2a4,hsub_ireland_main_island,0.139581346,1.659655811,1.799237156,0.0776,0.9224,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000855_r+001391,lfr_99b31530363241,hsub_ireland_main_island,0.17177397,1.623114467,1.794888436,0.0957,0.9043,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000844_r+001306,lfr_58102d8be5e7e4,hsub_ireland_main_island,0.544964968,4.751659025,5.296623992,0.1029,0.8971,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000825_r+001298,lfr_76ca0e5f573ec7,hsub_ireland_main_island,0.528220511,3.469130921,3.997351432,0.1321,0.8679,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000865_r+001416,lfr_ba58ebd79345e3,hsub_ireland_main_island,0.490676049,2.449294403,2.939970452,0.1669,0.8331,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000802_r+001396,lfr_108931173b2950,hsub_ireland_main_island,0.158754418,0.75284638,0.911600799,0.1741,0.8259,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000795_r+001311,lfr_7dc168c2f23d87,hsub_ireland_main_island,0.002645367,0.012470333,0.0151157,0.175,0.825,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000845_r+001337,lfr_f8d5f8f89eae20,hsub_ireland_main_island,0.182567761,0.842266191,1.024833951,0.1781,0.8219,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000858_r+001354,lfr_3f3467fae162bf,hsub_ireland_main_island,0.13910033,0.552938779,0.692039109,0.201,0.799,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000805_r+001303,lfr_1fd18d44f3d6aa,hsub_ireland_main_island,0.199837143,0.78199458,0.981831723,0.2035,0.7965,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000820_r+001291,lfr_94997df472c0a5,hsub_ireland_main_island,1.256423812,4.032133534,5.288557347,0.2376,0.7624,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000834_r+001301,lfr_8d4547c123c796,hsub_ireland_main_island,0.124342434,0.396553425,0.52089586,0.2387,0.7613,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000823_r+001291,lfr_3cf9481eb8b293,hsub_ireland_main_island,0.479936366,1.319219421,1.799155787,0.2668,0.7332,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000868_r+001358,lfr_96cb0cd8d96204,hsub_ireland_main_island,0.144756103,0.385755237,0.53051134,0.2729,0.7271,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000871_r+001363,lfr_decd2c6f74dcb2,hsub_ireland_main_island,0.208664773,0.502057403,0.710722176,0.2936,0.7064,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000815_r+001292,lfr_6b07b19b2a0d5b,hsub_ireland_main_island,0.072327998,0.172133708,0.244461706,0.2959,0.7041,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000804_r+001399,lfr_b2fca6189cd354,hsub_ireland_main_island,0.268723784,0.556226034,0.824949817,0.3257,0.6743,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000872_r+001375,lfr_c4b4db7a60f4de,hsub_ireland_main_island,1.165607507,2.260608217,3.426215723,0.3402,0.6598,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000864_r+001415,lfr_6dadba089148a8,hsub_ireland_main_island,1.208877389,2.00675456,3.215631949,0.3759,0.6241,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000863_r+001423,lfr_6189826fa38f4a,hsub_ireland_main_island,0.576880108,0.953158996,1.530039104,0.377,0.623,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000798_r+001305,lfr_5f46d7a2fe589b,hsub_ireland_main_island,0.054877525,0.072641454,0.127518979,0.4303,0.5697,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000836_r+001294,lfr_b4ed5670c81d1b,hsub_ireland_main_island,0.052695264,0.066772173,0.119467437,0.4411,0.5589,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000866_r+001358,lfr_42c9f16e44f8e9,hsub_ireland_main_island,0.140595045,0.157513462,0.298108507,0.4716,0.5284,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000846_r+001320,lfr_0aa4c24764d30e,hsub_ireland_main_island,0.385825709,0.381377262,0.767202971,0.5029,0.4971,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000842_r+001351,lfr_db3cc3d87ea35e,hsub_ireland_main_island,1.042800986,0.793585274,1.83638626,0.5679,0.4321,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000836_r+001295,lfr_0a874e78d33c67,hsub_ireland_main_island,3.144714525,2.316943107,5.461657633,0.5758,0.4242,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000860_r+001355,lfr_0d695f13d7e5c7,hsub_ireland_main_island,3.270169021,2.167048691,5.437217712,0.6014,0.3986,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000867_r+001358,lfr_e77d105f7b98bf,hsub_ireland_main_island,0.899635359,0.574998527,1.474633886,0.6101,0.3899,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000833_r+001302,lfr_4fbc86c5782def,hsub_ireland_main_island,0.839166419,0.513673303,1.352839722,0.6203,0.3797,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000865_r+001421,lfr_33ab68751fd398,hsub_ireland_main_island,1.891164848,1.111600434,3.002765283,0.6298,0.3702,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000858_r+001393,lfr_97e3fa37e653ed,hsub_ireland_main_island,0.053777264,0.03084087,0.084618134,0.6355,0.3645,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000843_r+001352,lfr_bbf40ac3c90282,hsub_ireland_main_island,2.381414782,1.343346769,3.724761552,0.6393,0.3607,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000869_r+001362,lfr_7ffa6ac8ec15c6,hsub_ireland_main_island,2.777029739,1.484094834,4.261124573,0.6517,0.3483,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000878_r+001393,lfr_6dd9c5f4481118,hsub_ireland_main_island,0.199118766,0.103707938,0.302826705,0.6575,0.3425,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000833_r+001333,lfr_657a855c24c85c,hsub_ireland_main_island,1.891811859,0.969796451,2.86160831,0.6611,0.3389,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000835_r+001298,lfr_fdf8d2a172fd12,hsub_ireland_main_island,0.287883489,0.133346885,0.421230374,0.6834,0.3166,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000841_r+001312,lfr_b33c065ec9dc48,hsub_ireland_main_island,0.106821253,0.046343842,0.153165095,0.6974,0.3026,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000863_r+001357,lfr_1553990960bb48,hsub_ireland_main_island,1.589018311,0.648421301,2.237439611,0.7102,0.2898,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000803_r+001397,lfr_86746cb5d53c55,hsub_ireland_main_island,2.495894747,0.925499958,3.421394705,0.7295,0.2705,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000868_r+001376,lfr_b82bb6064e6a0c,hsub_ireland_main_island,3.178541431,1.145255623,4.323797054,0.7351,0.2649,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000808_r+001295,lfr_7764aae9bf50d5,hsub_ireland_main_island,0.005753417,0.001953291,0.007706708,0.7465,0.2535,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000861_r+001355,lfr_c56ba3b9a7f95e,hsub_ireland_main_island,3.042068457,0.948046699,3.990115156,0.7624,0.2376,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000862_r+001357,lfr_344c2cec9e1ac5,hsub_ireland_main_island,3.040749043,0.940964563,3.981713606,0.7637,0.2363,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000803_r+001399,lfr_d896f9e1ed78cf,hsub_ireland_main_island,0.98323576,0.302064658,1.285300418,0.765,0.235,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000865_r+001373,lfr_13cafc329a119e,hsub_ireland_main_island,2.071341376,0.629556102,2.700897479,0.7669,0.2331,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000879_r+001386,lfr_787327248d159b,hsub_ireland_main_island,0.877597138,0.262847805,1.140444943,0.7695,0.2305,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000864_r+001410,lfr_f67e28cfd0d6d5,hsub_ireland_main_island,0.695818724,0.190763618,0.886582341,0.7848,0.2152,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000822_r+001292,lfr_41aecbcd5fe948,hsub_ireland_main_island,4.069763388,1.085918323,5.155681711,0.7894,0.2106,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000818_r+001290,lfr_a3d5d80ce16e0a,hsub_ireland_main_island,0.340555755,0.087240797,0.427796552,0.7961,0.2039,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000862_r+001356,lfr_f68631f670b04c,hsub_ireland_main_island,0.948067531,0.240946493,1.189014024,0.7974,0.2026,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000873_r+001380,lfr_0e5af3cce3caa4,hsub_ireland_main_island,4.278747792,1.079495011,5.358242803,0.7985,0.2015,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000845_r+001307,lfr_2c99ae3602a705,hsub_ireland_main_island,1.783360175,0.447622229,2.230982404,0.7994,0.2006,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000836_r+001296,lfr_56aa0d2e2d4ce3,hsub_ireland_main_island,0.31746297,0.075103832,0.392566802,0.8087,0.1913,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000847_r+001343,lfr_c3c2f5ceb9480a,hsub_ireland_main_island,0.01178907,0.002717618,0.014506689,0.8127,0.1873,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000833_r+001331,lfr_bae09a3b6e2896,hsub_ireland_main_island,0.9818265,0.213837116,1.195663615,0.8212,0.1788,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000834_r+001302,lfr_8a9b595ed4bf65,hsub_ireland_main_island,3.515016678,0.764065833,4.279082511,0.8214,0.1786,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000819_r+001290,lfr_a96a01cacf6635,hsub_ireland_main_island,1.262094557,0.24355047,1.505645027,0.8382,0.1618,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000798_r+001391,lfr_7ce7b0b928be3e,hsub_ireland_main_island,1.103581502,0.212420441,1.316001944,0.8386,0.1614,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000821_r+001292,lfr_318d03ab09a0f2,hsub_ireland_main_island,2.068177735,0.394030408,2.462208142,0.84,0.16,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000869_r+001366,lfr_e096cc9d61cb39,hsub_ireland_main_island,2.188091704,0.4088017,2.596893404,0.8426,0.1574,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000869_r+001365,lfr_64b42648ff0359,hsub_ireland_main_island,2.103980951,0.372491419,2.47647237,0.8496,0.1504,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000802_r+001395,lfr_c742a64e8d3ec5,hsub_ireland_main_island,2.76132573,0.438753114,3.200078845,0.8629,0.1371,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000863_r+001387,lfr_23acb393fabdb8,hsub_ireland_main_island,4.097190574,0.645850231,4.743040805,0.8638,0.1362,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000879_r+001392,lfr_c4073c01b96b68,hsub_ireland_main_island,1.238074078,0.194916673,1.432990751,0.864,0.136,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000868_r+001366,lfr_d0497cd4e504f4,hsub_ireland_main_island,0.858632361,0.134829003,0.993461364,0.8643,0.1357,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000857_r+001356,lfr_7847cce84e9767,hsub_ireland_main_island,3.705845878,0.552017107,4.257862985,0.8704,0.1296,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000838_r+001300,lfr_bf22a12bf7d651,hsub_ireland_main_island,4.045553139,0.576277127,4.621830265,0.8753,0.1247,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000836_r+001425,lfr_fcac166b64ad14,hsub_ireland_main_island,0.461058843,0.06472206,0.525780903,0.8769,0.1231,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000861_r+001358,lfr_3e0bf8ed3fe8f2,hsub_ireland_main_island,4.664577528,0.645716922,5.31029445,0.8784,0.1216,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000858_r+001401,lfr_c7975c4cfca1f3,hsub_ireland_main_island,0.002771171,0.000377994,0.003149165,0.88,0.12,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000844_r+001325,lfr_519e8102a136db,hsub_ireland_main_island,0.041675171,0.005574082,0.047249254,0.882,0.118,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000850_r+001419,lfr_87023d45b8b937,hsub_ireland_main_island,1.857240761,0.215884219,2.07312498,0.8959,0.1041,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000841_r+001330,lfr_cc7f5e2adfd060,hsub_ireland_main_island,1.349493862,0.155837293,1.505331155,0.8965,0.1035,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000841_r+001426,lfr_2e3249dd14ea08,hsub_ireland_main_island,0.019113185,0.00209854,0.021211726,0.9011,0.0989,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000851_r+001313,lfr_31219776c185b2,hsub_ireland_main_island,1.636954375,0.175938135,1.812892511,0.903,0.097,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000851_r+001431,lfr_79dbdc2fcf5472,hsub_ireland_main_island,1.077215443,0.109702669,1.186918112,0.9076,0.0924,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000866_r+001405,lfr_eff75f24119091,hsub_ireland_main_island,0.680897564,0.067913474,0.748811038,0.9093,0.0907,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000831_r+001304,lfr_efc6189e9b0d4a,hsub_ireland_main_island,4.905078944,0.446927279,5.352006223,0.9165,0.0835,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000856_r+001396,lfr_3d192bfe767c82,hsub_ireland_main_island,0.131846105,0.01175726,0.143603365,0.9181,0.0819,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000858_r+001355,lfr_7f73c2d3577b20,hsub_ireland_main_island,3.35028727,0.296308425,3.646595695,0.9187,0.0813,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000871_r+001364,lfr_8f03b49c60c7d4,hsub_ireland_main_island,2.861175719,0.216154769,3.077330489,0.9298,0.0702,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000864_r+001409,lfr_a4145f6099f7d8,hsub_ireland_main_island,0.449290489,0.033926784,0.483217273,0.9298,0.0702,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000791_r+001358,lfr_2ef17be5c60aec,hsub_ireland_main_island,0.550876311,0.039620722,0.590497032,0.9329,0.0671,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000824_r+001291,lfr_98566fb0a5d56c,hsub_ireland_main_island,2.818124772,0.201337743,3.019462515,0.9333,0.0667,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000867_r+001366,lfr_4288d86d1c3818,hsub_ireland_main_island,0.818648978,0.058473834,0.877122813,0.9333,0.0667,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000835_r+001299,lfr_308c89f0cbefb7,hsub_ireland_main_island,3.271919004,0.230294964,3.502213967,0.9342,0.0658,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000816_r+001291,lfr_831119b0404036,hsub_ireland_main_island,0.404940741,0.028490219,0.43343096,0.9343,0.0657,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000830_r+001426,lfr_0aff97b1581958,hsub_ireland_main_island,0.162882461,0.011179039,0.174061501,0.9358,0.0642,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000835_r+001425,lfr_78e1e449b92668,hsub_ireland_main_island,0.886384327,0.059653546,0.946037873,0.9369,0.0631,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000882_r+001390,lfr_1a29ea82ebfff3,hsub_ireland_main_island,2.52371778,0.162577902,2.686295682,0.9395,0.0605,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000784_r+001314,lfr_292ba154cad4f8,hsub_ireland_main_island,0.024930163,0.001548724,0.026478888,0.9415,0.0585,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000853_r+001403,lfr_7f87b3d9e51a5b,hsub_ireland_main_island,2.636827774,0.163608602,2.800436375,0.9416,0.0584,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000826_r+001293,lfr_72a54ed6462d8c,hsub_ireland_main_island,3.374465206,0.200533877,3.574999083,0.9439,0.0561,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000860_r+001402,lfr_8d88e4a325da7e,hsub_ireland_main_island,1.19430892,0.070551686,1.264860606,0.9442,0.0558,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000853_r+001431,lfr_9c71209bc624fc,hsub_ireland_main_island,0.63564334,0.036681064,0.672324404,0.9454,0.0546,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000842_r+001419,lfr_697b1efa6e8e8c,hsub_ireland_main_island,2.04152732,0.115675996,2.157203316,0.9464,0.0536,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000864_r+001357,lfr_ab47bbe4c78caa,hsub_ireland_main_island,0.680089708,0.036876989,0.716966696,0.9486,0.0514,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000801_r+001394,lfr_02b6814a244e84,hsub_ireland_main_island,3.031606768,0.14894563,3.180552398,0.9532,0.0468,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000875_r+001392,lfr_5a39b68272ca6f,hsub_ireland_main_island,1.478177754,0.068671301,1.546849055,0.9556,0.0444,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000862_r+001358,lfr_710fa71b98c781,hsub_ireland_main_island,4.328832407,0.194634277,4.523466684,0.957,0.043,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
Ireland,h6000_q-000790_r+001354,lfr_26ad2f70e4c71d,hsub_ireland_main_island,2.397527268,0.103831813,2.50135908,0.9585,0.0415,OCEAN,False,False,AUTHORISED_FRAGMENT_CONTROLLED_OTHER_COMPONENT_LAND_REMAINS_UNOWNED
