hex_id,is_terrestrial_hex,hex_land_km2,spain_safe_km2,spain_region_km2,portugal_safe_km2,portugal_region_km2,safe_total_km2,unresolved_km2,control_status,winner,basis
h6000_q-000561_r+000905,True,18.873522578012466,18.873522578012466,18.873522578012466,0.0,0.0,18.873522578012466,0.0,CONTROLLED,SPAIN,WHOLE_HEX_LAND_INSIDE_SAFE_INTERIOR
h6000_q-000561_r+000906,True,18.854384846170426,13.670373113865852,18.854384846170426,0.0,0.0,13.670373113865852,5.184011732304574,UNRESOLVED,,HEX_LAND_ONLY_PARTLY_INSIDE_A_SAFE_INTERIOR
h6000_q-000561_r+000907,True,18.835251341648103,2.1390018169709446,18.835251341648103,0.0,0.0,2.1390018169709446,16.696249524677157,UNRESOLVED,,HEX_LAND_ONLY_PARTLY_INSIDE_A_SAFE_INTERIOR
h6000_q-000561_r+000908,True,18.816122106052397,0.0,18.816122106052397,0.0,0.0,0.0,18.816122106052397,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND_OR_A_WITHHELD_CASE
h6000_q-000561_r+000909,True,18.796997180904388,0.0,18.796997180904388,0.0,0.0,0.0,18.796997180904388,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND_OR_A_WITHHELD_CASE
h6000_q-000561_r+000910,True,18.777876607755662,0.0,18.777876607755662,0.0,0.0,0.0,18.777876607755662,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND_OR_A_WITHHELD_CASE
h6000_q-000561_r+000911,True,18.758760427907944,0.0,18.758760427907944,0.0,0.0,0.0,18.758760427907944,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND_OR_A_WITHHELD_CASE
h6000_q-000561_r+000912,True,18.739648682662963,0.0,18.739648682662963,0.0,0.0,0.0,18.739648682662963,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND_OR_A_WITHHELD_CASE
h6000_q-000561_r+000913,True,18.720541440191745,0.0,18.720541440191745,0.0,0.0,0.0,18.720541440191745,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND_OR_A_WITHHELD_CASE
h6000_q-000561_r+000914,True,18.701438687013148,0.0,18.701438687013148,0.0,0.0,0.0,18.701438687013148,UNRESOLVED,,INSIDE_THE_MEASURED_UNCERTAINTY_BAND_OR_A_WITHHELD_CASE
