territorial_target_type,territorial_target_id,controller_scenario_polity_id,control_status,notes,old_status,old_controller,old_promotion_id,old_uncertainty_km,revision_id,reason,change,new_promotion_id,new_uncertainty_km
TERRESTRIAL_HEX,h6000_q-000632_r+000975,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.55 of 17.55 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_c1d69cca569e,34.61,rev_85a0f64ea0ef,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000632_r+000976,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.53 of 17.53 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_c1d69cca569e,34.61,rev_927473c0230d,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000632_r+000977,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.51 of 17.51 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_c1d69cca569e,34.61,rev_be9693bfedac,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000632_r+000978,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.49 of 17.49 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_f5b045a9c407,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000632_r+000979,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.47 of 17.47 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_50b9dacd9cdf,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000632_r+000980,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.45 of 17.45 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_ccd0426109d1,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000632_r+000981,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.43 of 17.43 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_4ea3a0a946c8,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000632_r+000982,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.42 of 17.42 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_c3892a94252c,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000632_r+000983,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.40 of 17.40 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_45936b942634,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000632_r+000984,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.38 of 17.38 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_84978f00f3b2,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000632_r+000985,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.36 of 17.36 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_e8a159ff7975,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000633_r+000945,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 12.39 of 18.11 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_85271d5db3bf,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000633_r+000950,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.02 of 18.02 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_395c96768f94,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000633_r+000951,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.00 of 18.00 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_cd566342d6a8,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000633_r+000952,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.98 of 17.98 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_6f43cb5a2080,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000633_r+000953,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.96 of 17.96 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_f2cfee70d63d,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000633_r+000954,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.94 of 17.94 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_39a15b244d33,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000633_r+000955,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.92 of 17.92 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_f21f0f34a139,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000633_r+000956,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.90 of 17.90 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_b248801e926f,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000633_r+000957,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.88 of 17.88 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_754ba9f40640,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000633_r+000958,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.87 of 17.87 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_35e560cd74b0,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000633_r+000959,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.85 of 17.85 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_42743bea1997,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000633_r+000960,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.83 of 17.83 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_08869cb220df,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000633_r+000961,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.81 of 17.81 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_c8af92dfea53,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000633_r+000962,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.79 of 17.79 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_2c212e09e183,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000633_r+000963,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.77 of 17.77 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_e2b359ec85c2,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000633_r+000964,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.75 of 17.75 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_5947b9029c0b,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000633_r+000965,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.73 of 17.73 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_eb9ffd16a152,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000633_r+000966,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.72 of 17.72 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_f80e0f47292d,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000633_r+000967,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.70 of 17.70 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_4def57c90879,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000633_r+000968,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.68 of 17.68 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_2dce4d11144c,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000633_r+000969,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.66 of 17.66 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_38c98f46d9fa,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000633_r+000975,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.55 of 17.55 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_c1d69cca569e,34.61,rev_6c5e73ef2a7e,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000633_r+000976,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.53 of 17.53 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_c1d69cca569e,34.61,rev_0e143ff07656,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000633_r+000977,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.51 of 17.51 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_c1d69cca569e,34.61,rev_a24392868cd3,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000633_r+000978,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.49 of 17.49 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_c1d69cca569e,34.61,rev_ceff2c4a0e13,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000633_r+000979,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.47 of 17.47 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_c1d69cca569e,34.61,rev_5c256c473e1d,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000633_r+000980,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.45 of 17.45 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_af5a07a3807e,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000633_r+000981,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.43 of 17.43 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_18c90f2991d1,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000633_r+000982,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.42 of 17.42 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_bb0ef63bf720,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000633_r+000983,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.40 of 17.40 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_f39888d08d9a,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000633_r+000984,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.38 of 17.38 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_7dc9f743b1f6,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000633_r+000985,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.36 of 17.36 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_fdfad36906dd,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000634_r+000945,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 4.77 of 18.11 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_2d2039e41686,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000634_r+000946,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 14.44 of 18.09 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_92e259da1a53,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000634_r+000947,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.61 of 18.07 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_375239cdf6d0,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000634_r+000948,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.05 of 18.05 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_5d9c968c87fe,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000634_r+000949,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.04 of 18.04 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_13802374aa94,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000634_r+000950,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.02 of 18.02 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_76a97f5b4a11,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000634_r+000951,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 18.00 of 18.00 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_eb0b7eb80513,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000634_r+000952,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.98 of 17.98 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_df76e0ef7cfb,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000634_r+000953,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.96 of 17.96 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_0dd38bae270d,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000634_r+000954,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.94 of 17.94 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_bb146511386b,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000634_r+000955,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.92 of 17.92 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_cd9f1c0fcad9,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000634_r+000956,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.90 of 17.90 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_710323a7e3ee,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000634_r+000957,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.88 of 17.88 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_379d25ffc7a5,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000634_r+000958,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.87 of 17.87 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_e2c8418e204d,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000634_r+000959,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.85 of 17.85 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_7ee72ee3327f,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000634_r+000960,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.83 of 17.83 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_f03cdfe93b30,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000634_r+000961,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.81 of 17.81 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_f91b8d1e03c6,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000634_r+000962,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.79 of 17.79 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_dfb0ebf5c943,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000634_r+000963,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.77 of 17.77 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_8e2de4e16618,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000634_r+000964,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.75 of 17.75 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_346d42a2ad36,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000634_r+000965,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.73 of 17.73 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_72329cd0ac79,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000634_r+000966,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.72 of 17.72 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_3a58750e53da,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000634_r+000967,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.70 of 17.70 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_8417cc9e670d,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
TERRESTRIAL_HEX,h6000_q-000634_r+000968,sp_fef06587fead,CONTROLLED,"land inside the Portuguese safe interior (v3); 17.68 of 17.68 km2 of the hex's canonical land, largest unioned share",UNRESOLVED,,promo_7c95358cf0a4,34.61,rev_cd9662c75503,Portugal safe interior v3 from the 1751 Vaugondy sheets; positional uncertainty 12.33 km replaces 34.61 km,REVISED,promo_b68466ea22a9,12.33
